season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,class
4,0,12,0,2,1,3,0.4625,0.4564,0.949583,0.232583,126,2468,0
4,0,12,0,3,1,3,0.41,0.400246,0.970417,0.266175,50,655,0
4,0,12,0,4,1,1,0.265833,0.256938,0.58,0.240058,150,3172,1
4,0,12,0,5,1,1,0.290833,0.317542,0.695833,0.0827167,261,3359,1
4,0,12,0,6,0,1,0.275,0.266412,0.5075,0.233221,502,2688,0
4,0,12,0,0,0,1,0.220833,0.253154,0.49,0.0665417,377,2366,0
4,0,12,0,1,1,1,0.238333,0.270196,0.670833,0.06345,143,3167,0
4,0,12,0,2,1,1,0.2825,0.301138,0.59,0.14055,155,3368,1
4,0,12,0,3,1,2,0.3175,0.338362,0.66375,0.0609583,178,3562,1
4,0,12,0,4,1,2,0.4225,0.412237,0.634167,0.268042,181,3528,1
4,0,12,0,5,1,2,0.375,0.359825,0.500417,0.260575,178,3399,1
4,0,12,0,6,0,2,0.258333,0.249371,0.560833,0.243167,275,2464,0
4,0,12,0,0,0,1,0.238333,0.245579,0.58625,0.169779,220,2211,0
4,0,12,0,1,1,1,0.276667,0.280933,0.6375,0.172896,260,3143,1
4,0,12,0,2,1,2,0.385833,0.396454,0.595417,0.0615708,216,3534,1
1,0,12,0,3,1,2,0.428333,0.428017,0.858333,0.2214,107,2553,0
1,0,12,0,4,1,2,0.423333,0.426121,0.7575,0.047275,227,2841,0
1,0,12,0,5,1,1,0.373333,0.377513,0.68625,0.274246,163,2046,0
1,0,12,0,6,0,1,0.3025,0.299242,0.5425,0.190304,155,856,0
1,0,12,0,0,0,1,0.274783,0.279961,0.681304,0.155091,303,451,0
1,0,12,1,1,0,1,0.321739,0.315535,0.506957,0.239465,430,887,0
1,0,12,0,2,1,2,0.325,0.327633,0.7625,0.18845,103,1059,0
1,0,12,0,3,1,1,0.29913,0.279974,0.503913,0.293961,255,2047,0
1,0,12,0,4,1,1,0.248333,0.263892,0.574167,0.119412,254,2169,0
1,0,12,0,5,1,1,0.311667,0.318812,0.636667,0.134337,491,2508,0
1,0,12,0,6,0,1,0.41,0.414121,0.615833,0.220154,665,1820,0
1,1,1,0,0,0,1,0.37,0.375621,0.6925,0.192167,686,1608,0
1,1,1,1,1,0,1,0.273043,0.252304,0.381304,0.329665,244,1707,0
1,1,1,0,2,1,1,0.15,0.126275,0.44125,0.365671,89,2147,0
1,1,1,0,3,1,2,0.1075,0.119337,0.414583,0.1847,95,2273,0
1,1,1,0,4,1,1,0.265833,0.278412,0.524167,0.129987,140,3132,0
1,1,1,0,5,1,1,0.334167,0.340267,0.542083,0.167908,307,3791,1
1,1,1,0,6,0,1,0.393333,0.390779,0.531667,0.174758,1070,3451,1
1,1,1,0,0,0,1,0.3375,0.340258,0.465,0.191542,599,2826,1
1,1,1,0,1,1,2,0.224167,0.247479,0.701667,0.0989,106,2270,0
1,1,1,0,2,1,1,0.308696,0.318826,0.646522,0.187552,173,3425,1
1,1,1,0,3,1,2,0.274167,0.282821,0.8475,0.131221,92,2085,0
1,1,1,0,4,1,2,0.3825,0.381938,0.802917,0.180967,269,3828,1
1,1,1,0,5,1,1,0.274167,0.249362,0.5075,0.378108,174,3040,0
1,1,1,0,6,0,1,0.18,0.183087,0.4575,0.187183,333,2160,0
1,1,1,0,0,0,1,0.166667,0.161625,0.419167,0.251258,284,2027,0
1,1,1,1,1,0,1,0.19,0.190663,0.5225,0.231358,217,2081,0
1,1,1,0,2,1,2,0.373043,0.364278,0.716087,0.34913,127,2808,0
1,1,1,0,3,1,1,0.303333,0.275254,0.443333,0.415429,109,3267,1
1,1,1,0,4,1,1,0.19,0.190038,0.4975,0.220158,130,3162,0
1,1,1,0,5,1,2,0.2175,0.220958,0.45,0.20275,115,3048,0
1,1,1,0,6,0,2,0.173333,0.174875,0.83125,0.222642,67,1234,0
1,1,1,0,0,0,2,0.1625,0.16225,0.79625,0.199638,196,1781,0
1,1,1,0,1,1,2,0.218333,0.243058,0.91125,0.110708,145,2287,0
1,1,1,0,2,1,1,0.3425,0.349108,0.835833,0.123767,439,3900,1
1,1,1,0,3,1,1,0.294167,0.294821,0.64375,0.161071,467,3803,1
1,1,1,0,4,1,2,0.341667,0.35605,0.769583,0.0733958,244,3831,1
1,1,1,0,5,1,2,0.425,0.415383,0.74125,0.342667,269,3187,1
1,1,1,0,6,0,1,0.315833,0.326379,0.543333,0.210829,775,3248,1
1,1,1,0,0,0,1,0.2825,0.272721,0.31125,0.24005,558,2685,0
1,1,1,0,1,1,1,0.269167,0.262625,0.400833,0.215792,126,3498,1
1,1,1,0,2,1,1,0.39,0.381317,0.416667,0.261817,324,4185,1
1,1,2,0,3,1,1,0.469167,0.466538,0.507917,0.189067,304,4275,2
1,1,2,0,4,1,2,0.399167,0.398971,0.672917,0.187187,190,3571,1
1,1,2,0,5,1,1,0.313333,0.309346,0.526667,0.178496,310,3841,1
1,1,2,0,6,0,2,0.264167,0.272725,0.779583,0.121896,384,2448,0
1,1,2,0,0,0,2,0.265833,0.264521,0.687917,0.175996,318,2629,0
1,1,2,0,1,1,1,0.282609,0.296426,0.622174,0.1538,206,3578,1
1,1,2,0,2,1,1,0.354167,0.361104,0.49625,0.147379,199,4176,1
1,1,2,0,3,1,2,0.256667,0.266421,0.722917,0.133721,109,2693,0
1,1,2,0,4,1,1,0.265,0.261988,0.562083,0.194037,163,3667,1
1,1,2,0,5,1,2,0.280833,0.293558,0.54,0.116929,227,3604,1
1,1,2,0,6,0,3,0.224167,0.210867,0.73125,0.289796,192,1977,0
1,1,2,0,0,0,1,0.1275,0.101658,0.464583,0.409212,73,1456,0
1,1,2,0,1,1,1,0.2225,0.227913,0.41125,0.167283,94,3328,1
1,1,2,0,2,1,2,0.319167,0.333946,0.50875,0.141179,135,3787,1
1,1,2,0,3,1,1,0.348333,0.351629,0.53125,0.1816,141,4028,1
1,1,2,0,4,1,2,0.316667,0.330162,0.752917,0.091425,74,2931,0
1,1,2,0,5,1,1,0.343333,0.351629,0.634583,0.205846,349,3805,1
1,1,2,0,6,0,1,0.346667,0.355425,0.534583,0.190929,1435,2883,1
1,1,2,0,0,0,2,0.28,0.265788,0.515833,0.253112,618,2071,0
1,1,2,1,1,0,1,0.28,0.273391,0.507826,0.229083,502,2627,0
1,1,2,0,2,1,1,0.287826,0.295113,0.594348,0.205717,163,3614,1
1,1,2,0,3,1,1,0.395833,0.392667,0.567917,0.234471,394,4379,2
1,1,2,0,4,1,1,0.454167,0.444446,0.554583,0.190913,516,4546,2
1,1,2,0,5,1,2,0.4075,0.410971,0.7375,0.237567,246,3241,1
1,1,2,0,6,0,1,0.290833,0.255675,0.395833,0.421642,317,2415,0
1,1,2,0,0,0,1,0.279167,0.268308,0.41,0.205229,515,2874,1
1,1,2,0,1,1,1,0.366667,0.357954,0.490833,0.268033,253,4069,1
1,1,2,0,2,1,1,0.359167,0.353525,0.395833,0.193417,229,4134,1
1,1,2,0,3,1,2,0.344348,0.34847,0.804783,0.179117,65,1769,0
1,1,3,0,4,1,1,0.485833,0.475371,0.615417,0.226987,325,4665,2
1,1,3,0,5,1,2,0.353333,0.359842,0.657083,0.144904,246,2948,0
1,1,3,0,6,0,2,0.414167,0.413492,0.62125,0.161079,956,3110,1
1,1,3,0,0,0,1,0.325833,0.303021,0.403333,0.334571,710,2713,1
1,1,3,0,1,1,1,0.243333,0.241171,0.50625,0.228858,203,3130,1
1,1,3,0,2,1,1,0.258333,0.255042,0.456667,0.200875,221,3735,1
1,1,3,0,3,1,1,0.404167,0.3851,0.513333,0.345779,432,4484,2
1,1,3,0,4,1,1,0.5275,0.524604,0.5675,0.441563,486,4896,2
1,1,3,0,5,1,2,0.410833,0.397083,0.407083,0.4148,447,4122,2
1,1,3,0,6,0,1,0.2875,0.277767,0.350417,0.22575,968,3150,1
1,1,3,0,0,0,1,0.361739,0.35967,0.476957,0.222587,1658,3253,2
1,1,3,0,1,1,1,0.466667,0.459592,0.489167,0.207713,838,4460,2
1,1,3,0,2,1,1,0.565,0.542929,0.6175,0.23695,762,5085,2
1,1,3,0,3,1,1,0.5725,0.548617,0.507083,0.115062,997,5315,3
1,1,3,0,4,1,1,0.5575,0.532825,0.579583,0.149883,1005,5187,3
1,1,3,0,5,1,2,0.435833,0.436229,0.842083,0.113192,548,3830,1
1,1,3,0,6,0,2,0.514167,0.505046,0.755833,0.110704,3155,4681,3
1,1,3,0,0,0,2,0.4725,0.464,0.81,0.126883,2207,3685,2
1,1,3,0,1,1,1,0.545,0.532821,0.72875,0.162317,982,5171,3
1,1,3,0,2,1,1,0.560833,0.538533,0.807917,0.121271,1051,5042,3
2,1,3,0,3,1,2,0.531667,0.513258,0.82125,0.0895583,1122,5108,3
2,1,3,0,4,1,1,0.554167,0.531567,0.83125,0.117562,1334,5537,3
2,1,3,0,5,1,2,0.601667,0.570067,0.694167,0.1163,2469,5893,3
2,1,3,0,6,0,2,0.5025,0.486733,0.885417,0.192783,1033,2339,1
2,1,3,0,0,0,2,0.4375,0.437488,0.880833,0.220775,1532,3464,2
2,1,3,0,1,1,1,0.445833,0.43875,0.477917,0.386821,795,4763,2
2,1,3,0,2,1,1,0.323333,0.315654,0.29,0.187192,531,4571,2
2,1,3,0,3,1,1,0.484167,0.47095,0.48125,0.291671,674,5024,2
2,1,3,0,4,1,1,0.494167,0.482304,0.439167,0.31965,834,5299,3
2,1,3,0,5,1,2,0.37,0.375621,0.580833,0.138067,796,4663,2
2,1,3,0,6,0,2,0.424167,0.421708,0.738333,0.250617,2301,3934,3
2,1,4,0,0,0,2,0.425833,0.417287,0.67625,0.172267,2347,3694,3
2,1,4,0,1,1,1,0.433913,0.427513,0.504348,0.312139,1208,4728,2
2,1,4,0,2,1,1,0.466667,0.461483,0.396667,0.100133,1348,5424,3
2,1,4,0,3,1,1,0.541667,0.53345,0.469583,0.180975,1058,5378,3
2,1,4,0,4,1,1,0.435,0.431163,0.374167,0.219529,1192,5265,3
2,1,4,0,5,1,1,0.403333,0.390767,0.377083,0.300388,1807,4653,3
2,1,4,0,6,0,1,0.4375,0.426129,0.254167,0.274871,3252,3605,3
2,1,4,0,0,0,1,0.5,0.492425,0.275833,0.232596,2230,2939,2
2,1,4,0,1,1,1,0.489167,0.476638,0.3175,0.358196,905,4680,2
2,1,4,0,2,1,1,0.446667,0.436233,0.435,0.249375,819,5099,2
2,1,4,0,3,1,1,0.348696,0.337274,0.469565,0.295274,482,4380,2
2,1,4,0,4,1,1,0.3975,0.387604,0.46625,0.290429,663,4746,2
2,1,4,0,5,1,1,0.4425,0.431808,0.408333,0.155471,1252,5146,3
2,1,4,0,6,0,1,0.495,0.487996,0.502917,0.190917,2795,4665,3
2,1,4,0,0,0,1,0.606667,0.573875,0.507917,0.225129,2846,4286,3
2,1,4,1,1,0,1,0.664167,0.614925,0.561667,0.284829,1198,5172,3
2,1,4,0,2,1,1,0.608333,0.598487,0.390417,0.273629,989,5702,3
2,1,4,0,3,1,2,0.463333,0.457038,0.569167,0.167912,347,4020,1
2,1,4,0,4,1,1,0.498333,0.493046,0.6125,0.0659292,846,5719,3
2,1,4,0,5,1,1,0.526667,0.515775,0.694583,0.149871,1340,5950,3
2,1,4,0,6,0,1,0.57,0.542921,0.682917,0.283587,2541,4083,3
2,1,4,0,0,0,3,0.396667,0.389504,0.835417,0.344546,120,907,0
2,1,4,0,1,1,2,0.321667,0.301125,0.766667,0.303496,195,3019,0
2,1,4,0,2,1,1,0.413333,0.405283,0.454167,0.249383,518,5115,2
2,1,4,0,3,1,1,0.476667,0.470317,0.427917,0.118792,655,5541,3
2,1,4,0,4,1,2,0.498333,0.483583,0.756667,0.176625,475,4551,2
2,1,4,0,5,1,1,0.4575,0.452637,0.400833,0.347633,1014,5219,3
2,1,4,0,6,0,2,0.376667,0.377504,0.489583,0.129975,1120,3100,1
2,1,4,0,0,0,1,0.458333,0.450121,0.587083,0.116908,2229,4075,3
2,1,4,0,1,1,2,0.464167,0.457696,0.57,0.171638,665,4907,2
2,1,5,0,2,1,2,0.613333,0.577021,0.659583,0.156096,653,5087,2
2,1,5,0,3,1,1,0.564167,0.537896,0.797083,0.138058,667,5502,3
2,1,5,0,4,1,2,0.56,0.537242,0.768333,0.133696,764,5657,3
2,1,5,0,5,1,1,0.6275,0.590917,0.735417,0.162938,1069,5227,3
2,1,5,0,6,0,2,0.621667,0.584608,0.756667,0.152992,2496,4387,3
2,1,5,0,0,0,2,0.5625,0.546737,0.74,0.149879,2135,4224,3
2,1,5,0,1,1,2,0.5375,0.527142,0.664167,0.230721,1008,5265,3
2,1,5,0,2,1,2,0.581667,0.557471,0.685833,0.296029,738,4990,2
2,1,5,0,3,1,2,0.575,0.553025,0.744167,0.216412,620,4097,2
2,1,5,0,4,1,1,0.505833,0.491783,0.552083,0.314063,1026,5546,3
2,1,5,0,5,1,1,0.533333,0.520833,0.360417,0.236937,1319,5711,3
2,1,5,0,6,0,1,0.564167,0.544817,0.480417,0.123133,2622,4807,3
2,1,5,0,0,0,1,0.6125,0.585238,0.57625,0.225117,2172,3946,3
2,1,5,0,1,1,2,0.573333,0.5499,0.789583,0.212692,342,2501,0
2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,2
2,1,5,0,3,1,1,0.636667,0.595975,0.697917,0.122512,991,6433,3
2,1,5,0,4,1,1,0.593333,0.572613,0.52,0.229475,1242,6142,3
2,1,5,0,5,1,1,0.564167,0.551121,0.523333,0.136817,1521,6118,3
2,1,5,0,6,0,1,0.6,0.566908,0.45625,0.083975,3410,4884,3
2,1,5,0,0,0,1,0.620833,0.583967,0.530417,0.254367,2704,4425,3
2,1,5,0,1,1,2,0.598333,0.565667,0.81125,0.233204,630,3729,1
2,1,5,0,2,1,2,0.615,0.580825,0.765833,0.118167,819,5254,3
2,1,5,0,3,1,2,0.621667,0.584612,0.774583,0.102,766,4494,2
2,1,5,0,4,1,1,0.655,0.6067,0.716667,0.172896,1059,5711,3
2,1,5,0,5,1,1,0.68,0.627529,0.747083,0.14055,1417,5317,3
2,1,5,0,6,0,1,0.6925,0.642696,0.7325,0.198992,2855,3681,3
2,1,5,0,0,0,1,0.69,0.641425,0.697083,0.215171,3283,3308,3
2,1,5,1,1,0,1,0.7125,0.6793,0.67625,0.196521,2557,3486,3
2,1,5,0,2,1,1,0.7225,0.672992,0.684583,0.2954,880,4863,2
2,1,5,0,3,1,2,0.656667,0.611129,0.67,0.134329,745,6110,3
2,1,5,0,4,1,1,0.68,0.631329,0.492917,0.195279,1100,6238,3
2,1,6,0,5,1,2,0.654167,0.607962,0.755417,0.237563,533,3594,1
2,1,6,0,6,0,1,0.583333,0.566288,0.549167,0.186562,2795,5325,3
2,1,6,0,0,0,1,0.6025,0.575133,0.493333,0.184087,2494,5147,3
2,1,6,0,1,1,1,0.5975,0.578283,0.487083,0.284833,1071,5927,3
2,1,6,0,2,1,2,0.540833,0.525892,0.613333,0.209575,968,6033,3
2,1,6,0,3,1,1,0.554167,0.542292,0.61125,0.077125,1027,6028,3
2,1,6,0,4,1,1,0.6025,0.569442,0.567083,0.15735,1038,6456,3
2,1,6,0,5,1,1,0.649167,0.597862,0.467917,0.175383,1488,6248,3
2,1,6,0,6,0,1,0.710833,0.648367,0.437083,0.144287,2708,4790,3
2,1,6,0,0,0,1,0.726667,0.663517,0.538333,0.133721,2224,4374,3
2,1,6,0,1,1,2,0.720833,0.659721,0.587917,0.207713,1017,5647,3
2,1,6,0,2,1,2,0.653333,0.597875,0.833333,0.214546,477,4495,2
2,1,6,0,3,1,1,0.655833,0.611117,0.582083,0.343279,1173,6248,3
2,1,6,0,4,1,1,0.648333,0.624383,0.569583,0.253733,1180,6183,3
2,1,6,0,5,1,1,0.639167,0.599754,0.589583,0.176617,1563,6102,3
2,1,6,0,6,0,1,0.631667,0.594708,0.504167,0.166667,2963,4739,3
2,1,6,0,0,0,1,0.5925,0.571975,0.59875,0.144904,2634,4344,3
2,1,6,0,1,1,2,0.568333,0.544842,0.777917,0.174746,653,4446,2
2,1,6,0,2,1,1,0.688333,0.654692,0.69,0.148017,968,5857,3
2,1,6,0,3,1,1,0.7825,0.720975,0.592083,0.113812,872,5339,3
3,1,6,0,4,1,1,0.805833,0.752542,0.567917,0.118787,778,5127,2
3,1,6,0,5,1,1,0.7775,0.724121,0.57375,0.182842,964,4859,2
3,1,6,0,6,0,1,0.731667,0.652792,0.534583,0.179721,2657,4801,3
3,1,6,0,0,0,1,0.743333,0.674254,0.479167,0.145525,2551,4340,3
3,1,6,0,1,1,1,0.715833,0.654042,0.504167,0.300383,1139,5640,3
3,1,6,0,2,1,1,0.630833,0.594704,0.373333,0.347642,1077,6365,3
3,1,6,0,3,1,1,0.6975,0.640792,0.36,0.271775,1077,6258,3
3,1,6,0,4,1,1,0.749167,0.675512,0.4225,0.17165,921,5958,3
3,1,6,0,5,1,1,0.834167,0.786613,0.48875,0.165417,829,4634,2
3,1,6,0,6,0,1,0.765,0.687508,0.60125,0.161071,1455,4232,2
3,1,7,0,0,0,1,0.815833,0.750629,0.51875,0.168529,1421,4110,2
3,1,7,0,1,1,1,0.781667,0.702038,0.447083,0.195267,904,5323,3
3,1,7,0,2,1,1,0.780833,0.70265,0.492083,0.126237,1052,5608,3
3,1,7,1,3,0,1,0.789167,0.732337,0.53875,0.13495,2562,4841,3
3,1,7,0,4,1,1,0.8275,0.761367,0.457917,0.194029,1405,4836,3
3,1,7,0,5,1,1,0.828333,0.752533,0.450833,0.146142,1366,4841,3
3,1,7,0,6,0,1,0.861667,0.804913,0.492083,0.163554,1448,3392,2
3,1,7,0,0,0,1,0.8225,0.790396,0.57375,0.125629,1203,3469,2
3,1,7,0,1,1,2,0.710833,0.654054,0.683333,0.180975,998,5571,3
3,1,7,0,2,1,2,0.720833,0.664796,0.6675,0.151737,954,5336,3
3,1,7,0,3,1,1,0.716667,0.650271,0.633333,0.151733,975,6289,3
3,1,7,0,4,1,1,0.715833,0.654683,0.529583,0.146775,1032,6414,3
3,1,7,0,5,1,2,0.731667,0.667933,0.485833,0.08085,1511,5988,3
3,1,7,0,6,0,2,0.703333,0.666042,0.699167,0.143679,2355,4614,3
3,1,7,0,0,0,1,0.745833,0.705196,0.717917,0.166667,1920,4111,3
3,1,7,0,1,1,1,0.763333,0.724125,0.645,0.164187,1088,5742,3
3,1,7,0,2,1,1,0.818333,0.755683,0.505833,0.114429,921,5865,3
3,1,7,0,3,1,1,0.793333,0.745583,0.577083,0.137442,799,4914,2
3,1,7,0,4,1,1,0.77,0.714642,0.600417,0.165429,888,5703,3
3,1,7,0,5,1,2,0.665833,0.613025,0.844167,0.208967,747,5123,2
3,1,7,0,6,0,3,0.595833,0.549912,0.865417,0.2133,1264,3195,1
3,1,7,0,0,0,2,0.6675,0.623125,0.7625,0.0939208,2544,4866,3
3,1,7,0,1,1,1,0.741667,0.690017,0.694167,0.138683,1135,5831,3
3,1,7,0,2,1,1,0.750833,0.70645,0.655,0.211454,1140,6452,3
3,1,7,0,3,1,1,0.724167,0.654054,0.45,0.1648,1383,6790,3
3,1,7,0,4,1,1,0.776667,0.739263,0.596667,0.284813,1036,5825,3
3,1,7,0,5,1,1,0.781667,0.734217,0.594583,0.152992,1259,5645,3
3,1,7,0,6,0,1,0.755833,0.697604,0.613333,0.15735,2234,4451,3
3,1,7,0,0,0,1,0.721667,0.667933,0.62375,0.170396,2153,4444,3
3,1,7,0,1,1,1,0.730833,0.684987,0.66875,0.153617,1040,6065,3
3,1,7,0,2,1,1,0.713333,0.662896,0.704167,0.165425,968,6248,3
3,1,8,0,3,1,1,0.7175,0.667308,0.6775,0.141179,1074,6506,3
3,1,8,0,4,1,1,0.7525,0.707088,0.659583,0.129354,983,6278,3
3,1,8,0,5,1,2,0.765833,0.722867,0.6425,0.215792,1328,5847,3
3,1,8,0,6,0,1,0.793333,0.751267,0.613333,0.257458,2345,4479,3
3,1,8,0,0,0,1,0.769167,0.731079,0.6525,0.290421,1707,3757,2
3,1,8,0,1,1,2,0.7525,0.710246,0.654167,0.129354,1233,5780,3
3,1,8,0,2,1,2,0.735833,0.697621,0.70375,0.116908,1278,5995,3
3,1,8,0,3,1,2,0.75,0.707717,0.672917,0.1107,1263,6271,3
3,1,8,0,4,1,1,0.755833,0.699508,0.620417,0.1561,1196,6090,3
3,1,8,0,5,1,2,0.715833,0.667942,0.715833,0.238813,1065,4721,2
3,1,8,0,6,0,2,0.6925,0.638267,0.732917,0.206479,2247,4052,3
3,1,8,0,0,0,1,0.700833,0.644579,0.530417,0.122512,2182,4362,3
3,1,8,0,1,1,1,0.720833,0.662254,0.545417,0.136212,1207,5676,3
3,1,8,0,2,1,1,0.726667,0.676779,0.686667,0.169158,1128,5656,3
3,1,8,0,3,1,1,0.706667,0.654037,0.619583,0.169771,1198,6149,3
3,1,8,0,4,1,1,0.719167,0.654688,0.519167,0.141796,1338,6267,3
3,1,8,0,5,1,1,0.723333,0.2424,0.570833,0.231354,1483,5665,3
3,1,8,0,6,0,1,0.678333,0.618071,0.603333,0.177867,2827,5038,3
3,1,8,0,0,0,2,0.635833,0.603554,0.711667,0.08645,1208,3341,2
3,1,8,0,1,1,2,0.635833,0.595967,0.734167,0.129979,1026,5504,3
3,1,8,0,2,1,1,0.649167,0.601025,0.67375,0.0727708,1081,5925,3
3,1,8,0,3,1,1,0.6675,0.621854,0.677083,0.0702833,1094,6281,3
3,1,8,0,4,1,1,0.695833,0.637008,0.635833,0.0845958,1363,6402,3
3,1,8,0,5,1,2,0.7025,0.6471,0.615,0.0721458,1325,6257,3
3,1,8,0,6,0,2,0.661667,0.618696,0.712917,0.244408,1829,4224,3
3,1,8,0,0,0,2,0.653333,0.595996,0.845833,0.228858,1483,3772,2
3,1,8,0,1,1,1,0.703333,0.654688,0.730417,0.128733,989,5928,3
3,1,8,0,2,1,1,0.728333,0.66605,0.62,0.190925,935,6105,3
3,1,8,0,3,1,1,0.685,0.635733,0.552083,0.112562,1177,6520,3
3,1,8,0,4,1,1,0.706667,0.652779,0.590417,0.0771167,1172,6541,3
3,1,8,0,5,1,1,0.764167,0.6894,0.5875,0.168533,1433,5917,3
3,1,9,0,6,0,2,0.753333,0.702654,0.638333,0.113187,2352,3788,3
3,1,9,0,0,0,2,0.696667,0.649,0.815,0.0640708,2613,3197,2
3,1,9,1,1,0,1,0.7075,0.661629,0.790833,0.151121,1965,4069,3
3,1,9,0,2,1,1,0.725833,0.686888,0.755,0.236321,867,5997,3
3,1,9,0,3,1,1,0.736667,0.708983,0.74125,0.187808,832,6280,3
3,1,9,0,4,1,2,0.696667,0.655329,0.810417,0.142421,611,5592,3
3,1,9,0,5,1,1,0.703333,0.657204,0.73625,0.171646,1045,6459,3
3,1,9,0,6,0,2,0.659167,0.611121,0.799167,0.281104,1557,4419,3
3,1,9,0,0,0,1,0.61,0.578925,0.5475,0.224496,2570,5657,3
3,1,9,0,1,1,1,0.583333,0.565654,0.50375,0.258713,1118,6407,3
3,1,9,0,2,1,1,0.5775,0.554292,0.52,0.0920542,1070,6697,3
3,1,9,0,3,1,1,0.599167,0.570075,0.577083,0.131846,1050,6820,3
3,1,9,0,4,1,1,0.6125,0.579558,0.637083,0.0827208,1054,6750,3
3,1,9,0,5,1,1,0.633333,0.594083,0.6725,0.103863,1379,6630,3
3,1,9,0,6,0,1,0.608333,0.585867,0.501667,0.247521,3160,5554,3
3,1,9,0,0,0,1,0.58,0.563125,0.57,0.0901833,2166,5167,3
3,1,9,0,1,1,2,0.580833,0.55305,0.734583,0.151742,1022,5847,3
3,1,9,0,2,1,2,0.623333,0.565067,0.8725,0.357587,371,3702,1
3,1,9,0,3,1,1,0.5525,0.540404,0.536667,0.215175,788,6803,3
3,1,9,0,4,1,1,0.546667,0.532192,0.618333,0.118167,939,6781,3
3,1,9,0,5,1,1,0.599167,0.571971,0.66875,0.154229,1250,6917,3
3,1,9,0,6,0,1,0.65,0.610488,0.646667,0.283583,2512,5883,3
4,1,9,0,0,0,1,0.529167,0.518933,0.467083,0.223258,2454,5453,3
4,1,9,0,1,1,1,0.514167,0.502513,0.492917,0.142404,1001,6435,3
4,1,9,0,2,1,1,0.55,0.544179,0.57,0.236321,845,6693,3
4,1,9,0,3,1,1,0.635,0.596613,0.630833,0.2444,787,6946,3
4,1,9,0,4,1,2,0.65,0.607975,0.690833,0.134342,751,6642,3
4,1,9,0,5,1,2,0.619167,0.585863,0.69,0.164179,1045,6370,3
4,1,9,0,6,0,1,0.5425,0.530296,0.542917,0.227604,2589,5966,3
4,1,9,0,0,0,1,0.526667,0.517663,0.583333,0.134958,2015,4874,3
4,1,10,0,1,1,2,0.520833,0.512,0.649167,0.0908042,763,6015,3
4,1,10,0,2,1,3,0.590833,0.542333,0.871667,0.104475,315,4324,2
4,1,10,0,3,1,2,0.6575,0.599133,0.79375,0.0665458,728,6844,3
4,1,10,0,4,1,2,0.6575,0.607975,0.722917,0.117546,891,6437,3
4,1,10,0,5,1,1,0.615,0.580187,0.6275,0.10635,1516,6640,3
4,1,10,0,6,0,1,0.554167,0.538521,0.664167,0.268025,3031,4934,3
4,1,10,0,0,0,2,0.415833,0.419813,0.708333,0.141162,781,2729,1
4,1,10,1,1,0,2,0.383333,0.387608,0.709583,0.189679,874,4604,2
4,1,10,0,2,1,2,0.446667,0.438112,0.761667,0.1903,601,5791,3
4,1,10,0,3,1,1,0.514167,0.503142,0.630833,0.187821,780,6911,3
4,1,10,0,4,1,1,0.435,0.431167,0.463333,0.181596,834,6736,3
4,1,10,0,5,1,1,0.4375,0.433071,0.539167,0.235092,1060,6222,3
4,1,10,0,6,0,1,0.393333,0.391396,0.494583,0.146142,2252,4857,3
4,1,10,0,0,0,1,0.521667,0.508204,0.640417,0.278612,2080,4559,3
4,1,10,0,1,1,2,0.561667,0.53915,0.7075,0.296037,760,5115,2
4,1,10,0,2,1,1,0.468333,0.460846,0.558333,0.182221,922,6612,3
4,1,10,0,3,1,1,0.455833,0.450108,0.692917,0.101371,979,6482,3
4,1,10,0,4,1,2,0.5225,0.512625,0.728333,0.236937,1008,6501,3
4,1,10,0,5,1,2,0.563333,0.537896,0.815,0.134954,753,4671,2
4,1,10,0,6,0,1,0.484167,0.472842,0.572917,0.117537,2806,5284,3
4,1,10,0,0,0,1,0.464167,0.456429,0.51,0.166054,2132,4692,3
4,1,10,0,1,1,1,0.4875,0.482942,0.568333,0.0814833,830,6228,3
4,1,10,0,2,1,1,0.544167,0.530304,0.641667,0.0945458,841,6625,3
4,1,10,0,3,1,1,0.5875,0.558721,0.63625,0.0727792,795,6898,3
4,1,10,0,4,1,2,0.55,0.529688,0.800417,0.124375,875,6484,3
4,1,10,0,5,1,2,0.545833,0.52275,0.807083,0.132467,1182,6262,3
4,1,10,0,6,0,2,0.53,0.515133,0.72,0.235692,2643,5209,3
4,1,10,0,0,0,2,0.4775,0.467771,0.694583,0.398008,998,3461,1
4,1,10,0,1,1,3,0.44,0.4394,0.88,0.3582,2,20,0
4,1,10,0,2,1,2,0.318182,0.309909,0.825455,0.213009,87,1009,0
4,1,10,0,3,1,2,0.3575,0.3611,0.666667,0.166667,419,5147,2
4,1,11,0,4,1,2,0.365833,0.369942,0.581667,0.157346,466,5520,3
4,1,11,0,5,1,1,0.355,0.356042,0.522083,0.266175,618,5229,2
4,1,11,0,6,0,2,0.343333,0.323846,0.49125,0.270529,1029,4109,2
4,1,11,0,0,0,1,0.325833,0.329538,0.532917,0.179108,1201,3906,2
4,1,11,0,1,1,1,0.319167,0.308075,0.494167,0.236325,378,4881,2
4,1,11,0,2,1,1,0.280833,0.281567,0.567083,0.173513,466,5220,2
4,1,11,0,3,1,2,0.295833,0.274621,0.5475,0.304108,326,4709,2
